fecha_fallecimiento,pais,iso3c,departamento,n,n_acum
2020-05-01,Peru,PER,AMAZONAS,1,1
2020-05-02,Peru,PER,AMAZONAS,1,1
2020-05-03,Peru,PER,AMAZONAS,1,2
2020-05-04,Peru,PER,AMAZONAS,1,3
2020-05-05,Peru,PER,AMAZONAS,2,5
2020-05-06,Peru,PER,AMAZONAS,2,7
2020-05-07,Peru,PER,AMAZONAS,2,7
2020-05-08,Peru,PER,AMAZONAS,2,7
2020-05-09,Peru,PER,AMAZONAS,1,8
2020-05-10,Peru,PER,AMAZONAS,2,10
2020-05-11,Peru,PER,AMAZONAS,1,11
2020-05-12,Peru,PER,AMAZONAS,1,11
2020-05-13,Peru,PER,AMAZONAS,2,13
2020-05-14,Peru,PER,AMAZONAS,1,14
2020-05-15,Peru,PER,AMAZONAS,1,15
2020-05-16,Peru,PER,AMAZONAS,2,17
2020-05-17,Peru,PER,AMAZONAS,1,18
2020-05-18,Peru,PER,AMAZONAS,1,19
2020-05-19,Peru,PER,AMAZONAS,1,20
2020-05-20,Peru,PER,AMAZONAS,1,21
2020-05-21,Peru,PER,AMAZONAS,1,22
2020-05-22,Peru,PER,AMAZONAS,1,22
2020-05-23,Peru,PER,AMAZONAS,1,22
2020-05-24,Peru,PER,AMAZONAS,1,22
2020-05-25,Peru,PER,AMAZONAS,1,22
2020-05-26,Peru,PER,AMAZONAS,1,22
2020-05-27,Peru,PER,AMAZONAS,1,23
2020-05-28,Peru,PER,AMAZONAS,2,25
2020-05-29,Peru,PER,AMAZONAS,2,25
2020-05-30,Peru,PER,AMAZONAS,2,25
2020-05-31,Peru,PER,AMAZONAS,2,25
2020-06-01,Peru,PER,AMAZONAS,1,26
2020-06-02,Peru,PER,AMAZONAS,1,26
2020-06-03,Peru,PER,AMAZONAS,1,27
2020-06-04,Peru,PER,AMAZONAS,1,27
2020-06-05,Peru,PER,AMAZONAS,1,27
2020-06-06,Peru,PER,AMAZONAS,1,27
2020-06-07,Peru,PER,AMAZONAS,1,27
2020-06-08,Peru,PER,AMAZONAS,1,27
2020-06-09,Peru,PER,AMAZONAS,1,27
2020-06-10,Peru,PER,AMAZONAS,1,27
2020-06-11,Peru,PER,AMAZONAS,1,28
2020-06-12,Peru,PER,AMAZONAS,1,29
2020-06-13,Peru,PER,AMAZONAS,1,29
2020-06-14,Peru,PER,AMAZONAS,1,29
2020-06-15,Peru,PER,AMAZONAS,1,30
2020-06-16,Peru,PER,AMAZONAS,1,30
2020-06-17,Peru,PER,AMAZONAS,1,31
2020-06-18,Peru,PER,AMAZONAS,1,32
2020-06-19,Peru,PER,AMAZONAS,1,33
2020-06-20,Peru,PER,AMAZONAS,1,33
2020-06-21,Peru,PER,AMAZONAS,1,34
2020-06-22,Peru,PER,AMAZONAS,1,34
2020-03-28,Peru,PER,ANCASH,1,1
2020-03-29,Peru,PER,ANCASH,1,1
2020-03-30,Peru,PER,ANCASH,1,1
2020-03-31,Peru,PER,ANCASH,1,1
2020-04-01,Peru,PER,ANCASH,1,1
2020-04-02,Peru,PER,ANCASH,1,1
2020-04-03,Peru,PER,ANCASH,1,1
2020-04-04,Peru,PER,ANCASH,1,1
2020-04-05,Peru,PER,ANCASH,1,2
2020-04-06,Peru,PER,ANCASH,1,2
2020-04-07,Peru,PER,ANCASH,3,5
2020-04-08,Peru,PER,ANCASH,2,7
2020-04-09,Peru,PER,ANCASH,2,7
2020-04-10,Peru,PER,ANCASH,2,7
2020-04-11,Peru,PER,ANCASH,2,7
2020-04-12,Peru,PER,ANCASH,1,8
2020-04-13,Peru,PER,ANCASH,1,9
2020-04-14,Peru,PER,ANCASH,3,12
2020-04-15,Peru,PER,ANCASH,3,15
2020-04-16,Peru,PER,ANCASH,3,18
2020-04-17,Peru,PER,ANCASH,1,19
2020-04-18,Peru,PER,ANCASH,4,23
2020-04-19,Peru,PER,ANCASH,7,30
2020-04-20,Peru,PER,ANCASH,4,34
2020-04-21,Peru,PER,ANCASH,1,35
2020-04-22,Peru,PER,ANCASH,1,36
2020-04-23,Peru,PER,ANCASH,7,43
2020-04-24,Peru,PER,ANCASH,6,49
2020-04-25,Peru,PER,ANCASH,4,53
2020-04-26,Peru,PER,ANCASH,4,57
2020-04-27,Peru,PER,ANCASH,13,70
2020-04-28,Peru,PER,ANCASH,1,71
2020-04-29,Peru,PER,ANCASH,4,75
2020-04-30,Peru,PER,ANCASH,7,82
2020-05-01,Peru,PER,ANCASH,4,86
2020-05-02,Peru,PER,ANCASH,8,94
2020-05-03,Peru,PER,ANCASH,5,99
2020-05-04,Peru,PER,ANCASH,3,102
2020-05-05,Peru,PER,ANCASH,5,107
2020-05-06,Peru,PER,ANCASH,14,121
2020-05-07,Peru,PER,ANCASH,9,130
2020-05-08,Peru,PER,ANCASH,10,140
2020-05-09,Peru,PER,ANCASH,7,147
2020-05-10,Peru,PER,ANCASH,5,152
2020-05-11,Peru,PER,ANCASH,5,157
2020-05-12,Peru,PER,ANCASH,9,166
2020-05-13,Peru,PER,ANCASH,8,174
2020-05-14,Peru,PER,ANCASH,5,179
2020-05-15,Peru,PER,ANCASH,4,183
2020-05-16,Peru,PER,ANCASH,6,189
2020-05-17,Peru,PER,ANCASH,9,198
2020-05-18,Peru,PER,ANCASH,9,207
2020-05-19,Peru,PER,ANCASH,4,211
2020-05-20,Peru,PER,ANCASH,2,213
2020-05-21,Peru,PER,ANCASH,6,219
2020-05-22,Peru,PER,ANCASH,2,221
2020-05-23,Peru,PER,ANCASH,6,227
2020-05-24,Peru,PER,ANCASH,10,237
2020-05-25,Peru,PER,ANCASH,10,237
2020-05-26,Peru,PER,ANCASH,10,237
2020-05-27,Peru,PER,ANCASH,4,241
2020-05-28,Peru,PER,ANCASH,11,252
2020-05-29,Peru,PER,ANCASH,10,262
2020-05-30,Peru,PER,ANCASH,5,267
2020-05-31,Peru,PER,ANCASH,3,270
2020-06-01,Peru,PER,ANCASH,7,277
2020-06-02,Peru,PER,ANCASH,9,286
2020-06-03,Peru,PER,ANCASH,6,292
2020-06-04,Peru,PER,ANCASH,8,300
2020-06-05,Peru,PER,ANCASH,5,305
2020-06-06,Peru,PER,ANCASH,7,312
2020-06-07,Peru,PER,ANCASH,6,318
2020-06-08,Peru,PER,ANCASH,9,327
2020-06-09,Peru,PER,ANCASH,8,335
2020-06-10,Peru,PER,ANCASH,5,340
2020-06-11,Peru,PER,ANCASH,7,347
2020-06-12,Peru,PER,ANCASH,11,358
2020-06-13,Peru,PER,ANCASH,13,371
2020-06-14,Peru,PER,ANCASH,7,378
2020-06-15,Peru,PER,ANCASH,9,387
2020-06-16,Peru,PER,ANCASH,7,394
2020-06-17,Peru,PER,ANCASH,3,397
2020-06-18,Peru,PER,ANCASH,6,403
2020-06-19,Peru,PER,ANCASH,8,411
2020-06-20,Peru,PER,ANCASH,8,419
2020-06-21,Peru,PER,ANCASH,7,426
2020-06-22,Peru,PER,ANCASH,5,431
2020-05-28,Peru,PER,APURIMAC,1,1
2020-05-29,Peru,PER,APURIMAC,2,3
2020-05-30,Peru,PER,APURIMAC,2,3
2020-05-31,Peru,PER,APURIMAC,2,3
2020-06-01,Peru,PER,APURIMAC,2,3
2020-06-02,Peru,PER,APURIMAC,2,3
2020-06-03,Peru,PER,APURIMAC,2,3
2020-06-04,Peru,PER,APURIMAC,1,4
2020-06-05,Peru,PER,APURIMAC,1,4
2020-06-06,Peru,PER,APURIMAC,1,4
2020-06-07,Peru,PER,APURIMAC,1,5
2020-06-08,Peru,PER,APURIMAC,2,7
2020-06-09,Peru,PER,APURIMAC,2,7
2020-06-10,Peru,PER,APURIMAC,2,7
2020-06-11,Peru,PER,APURIMAC,2,7
2020-06-12,Peru,PER,APURIMAC,2,7
2020-06-13,Peru,PER,APURIMAC,1,8
2020-06-14,Peru,PER,APURIMAC,1,9
2020-06-15,Peru,PER,APURIMAC,1,9
2020-06-16,Peru,PER,APURIMAC,1,10
2020-06-17,Peru,PER,APURIMAC,1,10
2020-06-18,Peru,PER,APURIMAC,1,11
2020-06-19,Peru,PER,APURIMAC,1,11
2020-06-20,Peru,PER,APURIMAC,1,12
2020-06-21,Peru,PER,APURIMAC,2,14
2020-06-22,Peru,PER,APURIMAC,2,14
2020-03-29,Peru,PER,AREQUIPA,1,1
2020-03-30,Peru,PER,AREQUIPA,1,1
2020-03-31,Peru,PER,AREQUIPA,1,2
2020-04-01,Peru,PER,AREQUIPA,1,2
2020-04-02,Peru,PER,AREQUIPA,1,2
2020-04-03,Peru,PER,AREQUIPA,1,2
2020-04-04,Peru,PER,AREQUIPA,5,7
2020-04-05,Peru,PER,AREQUIPA,5,7
2020-04-06,Peru,PER,AREQUIPA,5,7
2020-04-07,Peru,PER,AREQUIPA,5,7
2020-04-08,Peru,PER,AREQUIPA,5,7
2020-04-09,Peru,PER,AREQUIPA,5,7
2020-04-10,Peru,PER,AREQUIPA,5,7
2020-04-11,Peru,PER,AREQUIPA,5,7
2020-04-12,Peru,PER,AREQUIPA,1,8
2020-04-13,Peru,PER,AREQUIPA,1,9
2020-04-14,Peru,PER,AREQUIPA,1,9
2020-04-15,Peru,PER,AREQUIPA,1,10
2020-04-16,Peru,PER,AREQUIPA,1,11
2020-04-17,Peru,PER,AREQUIPA,1,11
2020-04-18,Peru,PER,AREQUIPA,1,11
2020-04-19,Peru,PER,AREQUIPA,3,14
2020-04-20,Peru,PER,AREQUIPA,1,15
2020-04-21,Peru,PER,AREQUIPA,1,15
2020-04-22,Peru,PER,AREQUIPA,1,15
2020-04-23,Peru,PER,AREQUIPA,1,16
2020-04-24,Peru,PER,AREQUIPA,1,16
2020-04-25,Peru,PER,AREQUIPA,2,18
2020-04-26,Peru,PER,AREQUIPA,2,18
2020-04-27,Peru,PER,AREQUIPA,2,18
2020-04-28,Peru,PER,AREQUIPA,2,18
2020-04-29,Peru,PER,AREQUIPA,2,18
2020-04-30,Peru,PER,AREQUIPA,2,18
2020-05-01,Peru,PER,AREQUIPA,1,19
2020-05-02,Peru,PER,AREQUIPA,1,20
2020-05-03,Peru,PER,AREQUIPA,1,20
2020-05-04,Peru,PER,AREQUIPA,1,20
2020-05-05,Peru,PER,AREQUIPA,1,20
2020-05-06,Peru,PER,AREQUIPA,1,20
2020-05-07,Peru,PER,AREQUIPA,3,23
2020-05-08,Peru,PER,AREQUIPA,3,23
2020-05-09,Peru,PER,AREQUIPA,3,23
2020-05-10,Peru,PER,AREQUIPA,1,24
2020-05-11,Peru,PER,AREQUIPA,1,25
2020-05-12,Peru,PER,AREQUIPA,1,25
2020-05-13,Peru,PER,AREQUIPA,1,25
2020-05-14,Peru,PER,AREQUIPA,1,25
2020-05-15,Peru,PER,AREQUIPA,1,25
2020-05-16,Peru,PER,AREQUIPA,1,25
2020-05-17,Peru,PER,AREQUIPA,1,25
2020-05-18,Peru,PER,AREQUIPA,3,28
2020-05-19,Peru,PER,AREQUIPA,3,28
2020-05-20,Peru,PER,AREQUIPA,3,28
2020-05-21,Peru,PER,AREQUIPA,3,28
2020-05-22,Peru,PER,AREQUIPA,3,28
2020-05-23,Peru,PER,AREQUIPA,3,28
2020-05-24,Peru,PER,AREQUIPA,3,28
2020-05-25,Peru,PER,AREQUIPA,3,28
2020-05-26,Peru,PER,AREQUIPA,3,28
2020-05-27,Peru,PER,AREQUIPA,3,31
2020-05-28,Peru,PER,AREQUIPA,2,33
2020-05-29,Peru,PER,AREQUIPA,6,39
2020-05-30,Peru,PER,AREQUIPA,5,44
2020-05-31,Peru,PER,AREQUIPA,5,49
2020-06-01,Peru,PER,AREQUIPA,1,50
2020-06-02,Peru,PER,AREQUIPA,1,51
2020-06-03,Peru,PER,AREQUIPA,5,56
2020-06-04,Peru,PER,AREQUIPA,3,59
2020-06-05,Peru,PER,AREQUIPA,1,60
2020-06-06,Peru,PER,AREQUIPA,1,60
2020-06-07,Peru,PER,AREQUIPA,5,65
2020-06-08,Peru,PER,AREQUIPA,6,71
2020-06-09,Peru,PER,AREQUIPA,10,81
2020-06-10,Peru,PER,AREQUIPA,4,85
2020-06-11,Peru,PER,AREQUIPA,10,95
2020-06-12,Peru,PER,AREQUIPA,11,106
2020-06-13,Peru,PER,AREQUIPA,3,109
2020-06-14,Peru,PER,AREQUIPA,6,115
2020-06-15,Peru,PER,AREQUIPA,6,121
2020-06-16,Peru,PER,AREQUIPA,13,134
2020-06-17,Peru,PER,AREQUIPA,11,145
2020-06-18,Peru,PER,AREQUIPA,9,154
2020-06-19,Peru,PER,AREQUIPA,5,159
2020-06-20,Peru,PER,AREQUIPA,7,166
2020-06-21,Peru,PER,AREQUIPA,13,179
2020-06-22,Peru,PER,AREQUIPA,9,188
2020-05-03,Peru,PER,AYACUCHO,1,1
2020-05-04,Peru,PER,AYACUCHO,1,2
2020-05-05,Peru,PER,AYACUCHO,1,2
2020-05-06,Peru,PER,AYACUCHO,1,2
2020-05-07,Peru,PER,AYACUCHO,1,3
2020-05-08,Peru,PER,AYACUCHO,1,3
2020-05-09,Peru,PER,AYACUCHO,1,3
2020-05-10,Peru,PER,AYACUCHO,1,3
2020-05-11,Peru,PER,AYACUCHO,1,3
2020-05-12,Peru,PER,AYACUCHO,1,3
2020-05-13,Peru,PER,AYACUCHO,1,3
2020-05-14,Peru,PER,AYACUCHO,1,4
2020-05-15,Peru,PER,AYACUCHO,1,5
2020-05-16,Peru,PER,AYACUCHO,1,5
2020-05-17,Peru,PER,AYACUCHO,1,5
2020-05-18,Peru,PER,AYACUCHO,1,5
2020-05-19,Peru,PER,AYACUCHO,1,5
2020-05-20,Peru,PER,AYACUCHO,1,6
2020-05-21,Peru,PER,AYACUCHO,1,6
2020-05-22,Peru,PER,AYACUCHO,1,6
2020-05-23,Peru,PER,AYACUCHO,1,6
2020-05-24,Peru,PER,AYACUCHO,1,6
2020-05-25,Peru,PER,AYACUCHO,1,6
2020-05-26,Peru,PER,AYACUCHO,1,6
2020-05-27,Peru,PER,AYACUCHO,1,6
2020-05-28,Peru,PER,AYACUCHO,1,6
2020-05-29,Peru,PER,AYACUCHO,1,7
2020-05-30,Peru,PER,AYACUCHO,1,7
2020-05-31,Peru,PER,AYACUCHO,1,7
2020-06-01,Peru,PER,AYACUCHO,1,7
2020-06-02,Peru,PER,AYACUCHO,1,7
2020-06-03,Peru,PER,AYACUCHO,1,7
2020-06-04,Peru,PER,AYACUCHO,1,8
2020-06-05,Peru,PER,AYACUCHO,1,8
2020-06-06,Peru,PER,AYACUCHO,1,8
2020-06-07,Peru,PER,AYACUCHO,1,8
2020-06-08,Peru,PER,AYACUCHO,1,8
2020-06-09,Peru,PER,AYACUCHO,1,8
2020-06-10,Peru,PER,AYACUCHO,3,11
2020-06-11,Peru,PER,AYACUCHO,3,11
2020-06-12,Peru,PER,AYACUCHO,3,11
2020-06-13,Peru,PER,AYACUCHO,3,11
2020-06-14,Peru,PER,AYACUCHO,3,11
2020-06-15,Peru,PER,AYACUCHO,3,11
2020-06-16,Peru,PER,AYACUCHO,3,11
2020-06-17,Peru,PER,AYACUCHO,3,11
2020-06-18,Peru,PER,AYACUCHO,2,13
2020-06-19,Peru,PER,AYACUCHO,2,13
2020-06-20,Peru,PER,AYACUCHO,2,13
2020-06-21,Peru,PER,AYACUCHO,2,15
2020-06-22,Peru,PER,AYACUCHO,1,16
2020-04-13,Peru,PER,CAJAMARCA,1,1
2020-04-14,Peru,PER,CAJAMARCA,1,1
2020-04-15,Peru,PER,CAJAMARCA,1,1
2020-04-16,Peru,PER,CAJAMARCA,1,2
2020-04-17,Peru,PER,CAJAMARCA,1,2
2020-04-18,Peru,PER,CAJAMARCA,1,2
2020-04-19,Peru,PER,CAJAMARCA,1,2
2020-04-20,Peru,PER,CAJAMARCA,1,2
2020-04-21,Peru,PER,CAJAMARCA,1,2
2020-04-22,Peru,PER,CAJAMARCA,1,2
2020-04-23,Peru,PER,CAJAMARCA,1,2
2020-04-24,Peru,PER,CAJAMARCA,1,2
2020-04-25,Peru,PER,CAJAMARCA,1,2
2020-04-26,Peru,PER,CAJAMARCA,1,2
2020-04-27,Peru,PER,CAJAMARCA,1,3
2020-04-28,Peru,PER,CAJAMARCA,1,3
2020-04-29,Peru,PER,CAJAMARCA,1,3
2020-04-30,Peru,PER,CAJAMARCA,1,3
2020-05-01,Peru,PER,CAJAMARCA,1,3
2020-05-02,Peru,PER,CAJAMARCA,1,3
2020-05-03,Peru,PER,CAJAMARCA,1,3
2020-05-04,Peru,PER,CAJAMARCA,1,3
2020-05-05,Peru,PER,CAJAMARCA,1,3
2020-05-06,Peru,PER,CAJAMARCA,1,3
2020-05-07,Peru,PER,CAJAMARCA,1,3
2020-05-08,Peru,PER,CAJAMARCA,1,3
2020-05-09,Peru,PER,CAJAMARCA,1,3
2020-05-10,Peru,PER,CAJAMARCA,1,3
2020-05-11,Peru,PER,CAJAMARCA,1,3
2020-05-12,Peru,PER,CAJAMARCA,1,3
2020-05-13,Peru,PER,CAJAMARCA,1,3
2020-05-14,Peru,PER,CAJAMARCA,1,3
2020-05-15,Peru,PER,CAJAMARCA,1,3
2020-05-16,Peru,PER,CAJAMARCA,1,3
2020-05-17,Peru,PER,CAJAMARCA,1,3
2020-05-18,Peru,PER,CAJAMARCA,1,3
2020-05-19,Peru,PER,CAJAMARCA,1,3
2020-05-20,Peru,PER,CAJAMARCA,1,3
2020-05-21,Peru,PER,CAJAMARCA,1,3
2020-05-22,Peru,PER,CAJAMARCA,1,3
2020-05-23,Peru,PER,CAJAMARCA,1,3
2020-05-24,Peru,PER,CAJAMARCA,1,3
2020-05-25,Peru,PER,CAJAMARCA,1,3
2020-05-26,Peru,PER,CAJAMARCA,1,3
2020-05-27,Peru,PER,CAJAMARCA,1,3
2020-05-28,Peru,PER,CAJAMARCA,1,4
2020-05-29,Peru,PER,CAJAMARCA,1,5
2020-05-30,Peru,PER,CAJAMARCA,1,5
2020-05-31,Peru,PER,CAJAMARCA,1,6
2020-06-01,Peru,PER,CAJAMARCA,1,7
2020-06-02,Peru,PER,CAJAMARCA,1,7
2020-06-03,Peru,PER,CAJAMARCA,1,8
2020-06-04,Peru,PER,CAJAMARCA,1,9
2020-06-05,Peru,PER,CAJAMARCA,1,9
2020-06-06,Peru,PER,CAJAMARCA,1,10
2020-06-07,Peru,PER,CAJAMARCA,1,11
2020-06-08,Peru,PER,CAJAMARCA,1,11
2020-06-09,Peru,PER,CAJAMARCA,2,13
2020-06-10,Peru,PER,CAJAMARCA,2,13
2020-06-11,Peru,PER,CAJAMARCA,1,14
2020-06-12,Peru,PER,CAJAMARCA,2,16
2020-06-13,Peru,PER,CAJAMARCA,2,16
2020-06-14,Peru,PER,CAJAMARCA,2,16
2020-06-15,Peru,PER,CAJAMARCA,1,17
2020-06-16,Peru,PER,CAJAMARCA,1,18
2020-06-17,Peru,PER,CAJAMARCA,1,18
2020-06-18,Peru,PER,CAJAMARCA,1,19
2020-06-19,Peru,PER,CAJAMARCA,1,20
2020-06-20,Peru,PER,CAJAMARCA,2,22
2020-06-21,Peru,PER,CAJAMARCA,2,22
2020-06-22,Peru,PER,CAJAMARCA,2,24
2020-03-29,Peru,PER,CALLAO,2,2
2020-03-30,Peru,PER,CALLAO,2,2
2020-03-31,Peru,PER,CALLAO,2,4
2020-04-01,Peru,PER,CALLAO,3,7
2020-04-02,Peru,PER,CALLAO,2,9
2020-04-03,Peru,PER,CALLAO,1,10
2020-04-04,Peru,PER,CALLAO,2,12
2020-04-05,Peru,PER,CALLAO,2,14
2020-04-06,Peru,PER,CALLAO,4,18
2020-04-07,Peru,PER,CALLAO,2,20
2020-04-08,Peru,PER,CALLAO,1,21
2020-04-09,Peru,PER,CALLAO,3,24
2020-04-10,Peru,PER,CALLAO,4,28
2020-04-11,Peru,PER,CALLAO,1,29
2020-04-12,Peru,PER,CALLAO,3,32
2020-04-13,Peru,PER,CALLAO,5,37
2020-04-14,Peru,PER,CALLAO,3,40
2020-04-15,Peru,PER,CALLAO,1,41
2020-04-16,Peru,PER,CALLAO,4,45
2020-04-17,Peru,PER,CALLAO,4,49
2020-04-18,Peru,PER,CALLAO,7,56
2020-04-19,Peru,PER,CALLAO,2,58
2020-04-20,Peru,PER,CALLAO,5,63
2020-04-21,Peru,PER,CALLAO,10,73
2020-04-22,Peru,PER,CALLAO,4,77
2020-04-23,Peru,PER,CALLAO,8,85
2020-04-24,Peru,PER,CALLAO,7,92
2020-04-25,Peru,PER,CALLAO,6,98
2020-04-26,Peru,PER,CALLAO,5,103
2020-04-27,Peru,PER,CALLAO,8,111
2020-04-28,Peru,PER,CALLAO,5,116
2020-04-29,Peru,PER,CALLAO,8,124
2020-04-30,Peru,PER,CALLAO,4,128
2020-05-01,Peru,PER,CALLAO,3,131
2020-05-02,Peru,PER,CALLAO,8,139
2020-05-03,Peru,PER,CALLAO,8,147
2020-05-04,Peru,PER,CALLAO,10,157
2020-05-05,Peru,PER,CALLAO,9,166
2020-05-06,Peru,PER,CALLAO,11,177
2020-05-07,Peru,PER,CALLAO,7,184
2020-05-08,Peru,PER,CALLAO,9,193
2020-05-09,Peru,PER,CALLAO,6,199
2020-05-10,Peru,PER,CALLAO,8,207
2020-05-11,Peru,PER,CALLAO,6,213
2020-05-12,Peru,PER,CALLAO,13,226
2020-05-13,Peru,PER,CALLAO,1,227
2020-05-14,Peru,PER,CALLAO,4,231
2020-05-15,Peru,PER,CALLAO,5,236
2020-05-16,Peru,PER,CALLAO,2,238
2020-05-17,Peru,PER,CALLAO,7,245
2020-05-18,Peru,PER,CALLAO,9,254
2020-05-19,Peru,PER,CALLAO,1,255
2020-05-20,Peru,PER,CALLAO,7,262
2020-05-21,Peru,PER,CALLAO,3,265
2020-05-22,Peru,PER,CALLAO,9,274
2020-05-23,Peru,PER,CALLAO,6,280
2020-05-24,Peru,PER,CALLAO,6,280
2020-05-25,Peru,PER,CALLAO,1,281
2020-05-26,Peru,PER,CALLAO,1,281
2020-05-27,Peru,PER,CALLAO,8,289
2020-05-28,Peru,PER,CALLAO,9,298
2020-05-29,Peru,PER,CALLAO,14,312
2020-05-30,Peru,PER,CALLAO,9,321
2020-05-31,Peru,PER,CALLAO,8,329
2020-06-01,Peru,PER,CALLAO,9,338
2020-06-02,Peru,PER,CALLAO,8,346
2020-06-03,Peru,PER,CALLAO,14,360
2020-06-04,Peru,PER,CALLAO,9,369
2020-06-05,Peru,PER,CALLAO,9,378
2020-06-06,Peru,PER,CALLAO,11,389
2020-06-07,Peru,PER,CALLAO,2,391
2020-06-08,Peru,PER,CALLAO,10,401
2020-06-09,Peru,PER,CALLAO,9,410
2020-06-10,Peru,PER,CALLAO,8,418
2020-06-11,Peru,PER,CALLAO,16,434
2020-06-12,Peru,PER,CALLAO,5,439
2020-06-13,Peru,PER,CALLAO,13,452
2020-06-14,Peru,PER,CALLAO,12,464
2020-06-15,Peru,PER,CALLAO,13,477
2020-06-16,Peru,PER,CALLAO,21,498
