fecha_fallecimiento,pais,iso3c,departamento,n,n_acum
2020-06-16,Peru,PER,PASCO,1,16
2020-06-17,Peru,PER,PASCO,1,16
2020-06-18,Peru,PER,PASCO,1,16
2020-06-19,Peru,PER,PASCO,1,16
2020-06-20,Peru,PER,PASCO,2,18
2020-06-21,Peru,PER,PASCO,2,20
2020-06-22,Peru,PER,PASCO,2,20
2020-03-21,Peru,PER,PIURA,1,1
2020-03-22,Peru,PER,PIURA,1,1
2020-03-23,Peru,PER,PIURA,1,1
2020-03-24,Peru,PER,PIURA,1,1
2020-03-25,Peru,PER,PIURA,1,1
2020-03-26,Peru,PER,PIURA,1,1
2020-03-27,Peru,PER,PIURA,1,1
2020-03-28,Peru,PER,PIURA,1,1
2020-03-29,Peru,PER,PIURA,1,2
2020-03-30,Peru,PER,PIURA,1,2
2020-03-31,Peru,PER,PIURA,1,2
2020-04-01,Peru,PER,PIURA,1,2
2020-04-02,Peru,PER,PIURA,1,3
2020-04-03,Peru,PER,PIURA,1,4
2020-04-04,Peru,PER,PIURA,4,8
2020-04-05,Peru,PER,PIURA,4,8
2020-04-06,Peru,PER,PIURA,1,9
2020-04-07,Peru,PER,PIURA,2,11
2020-04-08,Peru,PER,PIURA,2,13
2020-04-09,Peru,PER,PIURA,1,14
2020-04-10,Peru,PER,PIURA,6,20
2020-04-11,Peru,PER,PIURA,2,22
2020-04-12,Peru,PER,PIURA,4,26
2020-04-13,Peru,PER,PIURA,5,31
2020-04-14,Peru,PER,PIURA,6,37
2020-04-15,Peru,PER,PIURA,7,44
2020-04-16,Peru,PER,PIURA,6,50
2020-04-17,Peru,PER,PIURA,6,56
2020-04-18,Peru,PER,PIURA,6,62
2020-04-19,Peru,PER,PIURA,8,70
2020-04-20,Peru,PER,PIURA,7,77
2020-04-21,Peru,PER,PIURA,8,85
2020-04-22,Peru,PER,PIURA,3,88
2020-04-23,Peru,PER,PIURA,7,95
2020-04-24,Peru,PER,PIURA,10,105
2020-04-25,Peru,PER,PIURA,6,111
2020-04-26,Peru,PER,PIURA,13,124
2020-04-27,Peru,PER,PIURA,13,137
2020-04-28,Peru,PER,PIURA,13,150
2020-04-29,Peru,PER,PIURA,16,166
2020-04-30,Peru,PER,PIURA,14,180
2020-05-01,Peru,PER,PIURA,11,191
2020-05-02,Peru,PER,PIURA,17,208
2020-05-03,Peru,PER,PIURA,19,227
2020-05-04,Peru,PER,PIURA,15,242
2020-05-05,Peru,PER,PIURA,14,256
2020-05-06,Peru,PER,PIURA,17,273
2020-05-07,Peru,PER,PIURA,11,284
2020-05-08,Peru,PER,PIURA,22,306
2020-05-09,Peru,PER,PIURA,10,316
2020-05-10,Peru,PER,PIURA,20,336
2020-05-11,Peru,PER,PIURA,15,351
2020-05-12,Peru,PER,PIURA,6,357
2020-05-13,Peru,PER,PIURA,14,371
2020-05-14,Peru,PER,PIURA,9,380
2020-05-15,Peru,PER,PIURA,10,390
2020-05-16,Peru,PER,PIURA,7,397
2020-05-17,Peru,PER,PIURA,4,401
2020-05-18,Peru,PER,PIURA,7,408
2020-05-19,Peru,PER,PIURA,10,418
2020-05-20,Peru,PER,PIURA,11,429
2020-05-21,Peru,PER,PIURA,10,439
2020-05-22,Peru,PER,PIURA,8,447
2020-05-23,Peru,PER,PIURA,12,459
2020-05-24,Peru,PER,PIURA,8,467
2020-05-25,Peru,PER,PIURA,10,477
2020-05-26,Peru,PER,PIURA,4,481
2020-05-27,Peru,PER,PIURA,16,497
2020-05-28,Peru,PER,PIURA,10,507
2020-05-29,Peru,PER,PIURA,3,510
2020-05-30,Peru,PER,PIURA,9,519
2020-05-31,Peru,PER,PIURA,8,527
2020-06-01,Peru,PER,PIURA,4,531
2020-06-02,Peru,PER,PIURA,7,538
2020-06-03,Peru,PER,PIURA,10,548
2020-06-04,Peru,PER,PIURA,8,556
2020-06-05,Peru,PER,PIURA,4,560
2020-06-06,Peru,PER,PIURA,8,568
2020-06-07,Peru,PER,PIURA,5,573
2020-06-08,Peru,PER,PIURA,11,584
2020-06-09,Peru,PER,PIURA,9,593
2020-06-10,Peru,PER,PIURA,8,601
2020-06-11,Peru,PER,PIURA,4,605
2020-06-12,Peru,PER,PIURA,7,612
2020-06-13,Peru,PER,PIURA,11,623
2020-06-14,Peru,PER,PIURA,8,631
2020-06-15,Peru,PER,PIURA,11,642
2020-06-16,Peru,PER,PIURA,9,651
2020-06-17,Peru,PER,PIURA,10,661
2020-06-18,Peru,PER,PIURA,6,667
2020-06-19,Peru,PER,PIURA,16,683
2020-06-20,Peru,PER,PIURA,6,689
2020-06-21,Peru,PER,PIURA,5,694
2020-06-22,Peru,PER,PIURA,6,700
2020-04-20,Peru,PER,PUNO,1,1
2020-04-21,Peru,PER,PUNO,1,1
2020-04-22,Peru,PER,PUNO,1,1
2020-04-23,Peru,PER,PUNO,1,1
2020-04-24,Peru,PER,PUNO,1,1
2020-04-25,Peru,PER,PUNO,1,1
2020-04-26,Peru,PER,PUNO,1,1
2020-04-27,Peru,PER,PUNO,1,1
2020-04-28,Peru,PER,PUNO,1,1
2020-04-29,Peru,PER,PUNO,1,2
2020-04-30,Peru,PER,PUNO,1,2
2020-05-01,Peru,PER,PUNO,1,2
2020-05-02,Peru,PER,PUNO,1,2
2020-05-03,Peru,PER,PUNO,1,3
2020-05-04,Peru,PER,PUNO,1,3
2020-05-05,Peru,PER,PUNO,1,4
2020-05-06,Peru,PER,PUNO,1,4
2020-05-07,Peru,PER,PUNO,1,4
2020-05-08,Peru,PER,PUNO,1,4
2020-05-09,Peru,PER,PUNO,1,4
2020-05-10,Peru,PER,PUNO,1,4
2020-05-11,Peru,PER,PUNO,1,4
2020-05-12,Peru,PER,PUNO,1,4
2020-05-13,Peru,PER,PUNO,1,4
2020-05-14,Peru,PER,PUNO,1,4
2020-05-15,Peru,PER,PUNO,1,4
2020-05-16,Peru,PER,PUNO,1,5
2020-05-17,Peru,PER,PUNO,1,5
2020-05-18,Peru,PER,PUNO,1,6
2020-05-19,Peru,PER,PUNO,1,6
2020-05-20,Peru,PER,PUNO,1,6
2020-05-21,Peru,PER,PUNO,1,6
2020-05-22,Peru,PER,PUNO,1,6
2020-05-23,Peru,PER,PUNO,1,6
2020-05-24,Peru,PER,PUNO,1,6
2020-05-25,Peru,PER,PUNO,1,6
2020-05-26,Peru,PER,PUNO,1,6
2020-05-27,Peru,PER,PUNO,1,6
2020-05-28,Peru,PER,PUNO,1,7
2020-05-29,Peru,PER,PUNO,1,7
2020-05-30,Peru,PER,PUNO,1,7
2020-05-31,Peru,PER,PUNO,1,7
2020-06-01,Peru,PER,PUNO,1,7
2020-06-02,Peru,PER,PUNO,1,8
2020-06-03,Peru,PER,PUNO,1,8
2020-06-04,Peru,PER,PUNO,1,9
2020-06-05,Peru,PER,PUNO,1,9
2020-06-06,Peru,PER,PUNO,1,9
2020-06-07,Peru,PER,PUNO,1,9
2020-06-08,Peru,PER,PUNO,1,9
2020-06-09,Peru,PER,PUNO,1,9
2020-06-10,Peru,PER,PUNO,1,9
2020-06-11,Peru,PER,PUNO,1,10
2020-06-12,Peru,PER,PUNO,2,12
2020-06-13,Peru,PER,PUNO,1,13
2020-06-14,Peru,PER,PUNO,1,13
2020-06-15,Peru,PER,PUNO,1,13
2020-06-16,Peru,PER,PUNO,1,13
2020-06-17,Peru,PER,PUNO,1,14
2020-06-18,Peru,PER,PUNO,1,14
2020-06-19,Peru,PER,PUNO,1,15
2020-06-20,Peru,PER,PUNO,1,15
2020-06-21,Peru,PER,PUNO,1,15
2020-06-22,Peru,PER,PUNO,1,16
2020-03-31,Peru,PER,SAN MARTIN,1,1
2020-04-01,Peru,PER,SAN MARTIN,1,1
2020-04-02,Peru,PER,SAN MARTIN,1,1
2020-04-03,Peru,PER,SAN MARTIN,1,1
2020-04-04,Peru,PER,SAN MARTIN,1,1
2020-04-05,Peru,PER,SAN MARTIN,1,1
2020-04-06,Peru,PER,SAN MARTIN,1,1
2020-04-07,Peru,PER,SAN MARTIN,1,1
2020-04-08,Peru,PER,SAN MARTIN,1,1
2020-04-09,Peru,PER,SAN MARTIN,1,1
2020-04-10,Peru,PER,SAN MARTIN,1,1
2020-04-11,Peru,PER,SAN MARTIN,1,1
2020-04-12,Peru,PER,SAN MARTIN,1,1
2020-04-13,Peru,PER,SAN MARTIN,1,1
2020-04-14,Peru,PER,SAN MARTIN,1,1
2020-04-15,Peru,PER,SAN MARTIN,1,1
2020-04-16,Peru,PER,SAN MARTIN,1,1
2020-04-17,Peru,PER,SAN MARTIN,1,1
2020-04-18,Peru,PER,SAN MARTIN,1,1
2020-04-19,Peru,PER,SAN MARTIN,1,1
2020-04-20,Peru,PER,SAN MARTIN,1,1
2020-04-21,Peru,PER,SAN MARTIN,1,1
2020-04-22,Peru,PER,SAN MARTIN,1,1
2020-04-23,Peru,PER,SAN MARTIN,1,1
2020-04-24,Peru,PER,SAN MARTIN,1,1
2020-04-25,Peru,PER,SAN MARTIN,1,1
2020-04-26,Peru,PER,SAN MARTIN,1,1
2020-04-27,Peru,PER,SAN MARTIN,1,1
2020-04-28,Peru,PER,SAN MARTIN,1,1
2020-04-29,Peru,PER,SAN MARTIN,1,1
2020-04-30,Peru,PER,SAN MARTIN,1,1
2020-05-01,Peru,PER,SAN MARTIN,1,1
2020-05-02,Peru,PER,SAN MARTIN,1,1
2020-05-03,Peru,PER,SAN MARTIN,1,1
2020-05-04,Peru,PER,SAN MARTIN,1,1
2020-05-05,Peru,PER,SAN MARTIN,1,1
2020-05-06,Peru,PER,SAN MARTIN,1,1
2020-05-07,Peru,PER,SAN MARTIN,1,2
2020-05-08,Peru,PER,SAN MARTIN,1,3
2020-05-09,Peru,PER,SAN MARTIN,1,4
2020-05-10,Peru,PER,SAN MARTIN,2,6
2020-05-11,Peru,PER,SAN MARTIN,2,6
2020-05-12,Peru,PER,SAN MARTIN,2,6
2020-05-13,Peru,PER,SAN MARTIN,2,6
2020-05-14,Peru,PER,SAN MARTIN,1,7
2020-05-15,Peru,PER,SAN MARTIN,1,8
2020-05-16,Peru,PER,SAN MARTIN,1,9
2020-05-17,Peru,PER,SAN MARTIN,1,9
2020-05-18,Peru,PER,SAN MARTIN,3,12
2020-05-19,Peru,PER,SAN MARTIN,1,13
2020-05-20,Peru,PER,SAN MARTIN,1,13
2020-05-21,Peru,PER,SAN MARTIN,1,13
2020-05-22,Peru,PER,SAN MARTIN,1,13
2020-05-23,Peru,PER,SAN MARTIN,1,14
2020-05-24,Peru,PER,SAN MARTIN,2,16
2020-05-25,Peru,PER,SAN MARTIN,2,16
2020-05-26,Peru,PER,SAN MARTIN,2,18
2020-05-27,Peru,PER,SAN MARTIN,1,19
2020-05-28,Peru,PER,SAN MARTIN,1,19
2020-05-29,Peru,PER,SAN MARTIN,1,19
2020-05-30,Peru,PER,SAN MARTIN,2,21
2020-05-31,Peru,PER,SAN MARTIN,3,24
2020-06-01,Peru,PER,SAN MARTIN,7,31
2020-06-02,Peru,PER,SAN MARTIN,5,36
2020-06-03,Peru,PER,SAN MARTIN,9,45
2020-06-04,Peru,PER,SAN MARTIN,4,49
2020-06-05,Peru,PER,SAN MARTIN,5,54
2020-06-06,Peru,PER,SAN MARTIN,11,65
2020-06-07,Peru,PER,SAN MARTIN,1,66
2020-06-08,Peru,PER,SAN MARTIN,2,68
2020-06-09,Peru,PER,SAN MARTIN,1,69
2020-06-10,Peru,PER,SAN MARTIN,1,70
2020-06-11,Peru,PER,SAN MARTIN,4,74
2020-06-12,Peru,PER,SAN MARTIN,7,81
2020-06-13,Peru,PER,SAN MARTIN,6,87
2020-06-14,Peru,PER,SAN MARTIN,4,91
2020-06-15,Peru,PER,SAN MARTIN,3,94
2020-06-16,Peru,PER,SAN MARTIN,6,100
2020-06-17,Peru,PER,SAN MARTIN,8,108
2020-06-18,Peru,PER,SAN MARTIN,3,111
2020-06-19,Peru,PER,SAN MARTIN,3,111
2020-06-20,Peru,PER,SAN MARTIN,6,117
2020-06-21,Peru,PER,SAN MARTIN,2,119
2020-06-22,Peru,PER,SAN MARTIN,4,123
2020-04-23,Peru,PER,TACNA,1,1
2020-04-24,Peru,PER,TACNA,1,1
2020-04-25,Peru,PER,TACNA,1,1
2020-04-26,Peru,PER,TACNA,1,1
2020-04-27,Peru,PER,TACNA,1,1
2020-04-28,Peru,PER,TACNA,1,1
2020-04-29,Peru,PER,TACNA,1,1
2020-04-30,Peru,PER,TACNA,1,1
2020-05-01,Peru,PER,TACNA,1,1
2020-05-02,Peru,PER,TACNA,1,2
2020-05-03,Peru,PER,TACNA,1,2
2020-05-04,Peru,PER,TACNA,1,2
2020-05-05,Peru,PER,TACNA,1,2
2020-05-06,Peru,PER,TACNA,1,2
2020-05-07,Peru,PER,TACNA,1,2
2020-05-08,Peru,PER,TACNA,1,2
2020-05-09,Peru,PER,TACNA,1,2
2020-05-10,Peru,PER,TACNA,1,2
2020-05-11,Peru,PER,TACNA,1,2
2020-05-12,Peru,PER,TACNA,1,2
2020-05-13,Peru,PER,TACNA,1,2
2020-05-14,Peru,PER,TACNA,1,2
2020-05-15,Peru,PER,TACNA,1,2
2020-05-16,Peru,PER,TACNA,1,2
2020-05-17,Peru,PER,TACNA,1,2
2020-05-18,Peru,PER,TACNA,2,4
2020-05-19,Peru,PER,TACNA,2,4
2020-05-20,Peru,PER,TACNA,2,4
2020-05-21,Peru,PER,TACNA,2,4
2020-05-22,Peru,PER,TACNA,2,4
2020-05-23,Peru,PER,TACNA,2,4
2020-05-24,Peru,PER,TACNA,2,4
2020-05-25,Peru,PER,TACNA,2,4
2020-05-26,Peru,PER,TACNA,2,4
2020-05-27,Peru,PER,TACNA,2,4
2020-05-28,Peru,PER,TACNA,2,4
2020-05-29,Peru,PER,TACNA,2,4
2020-05-30,Peru,PER,TACNA,1,5
2020-05-31,Peru,PER,TACNA,1,5
2020-06-01,Peru,PER,TACNA,1,5
2020-06-02,Peru,PER,TACNA,1,5
2020-06-03,Peru,PER,TACNA,1,5
2020-06-04,Peru,PER,TACNA,1,5
2020-06-05,Peru,PER,TACNA,1,5
2020-06-06,Peru,PER,TACNA,1,5
2020-06-07,Peru,PER,TACNA,1,5
2020-06-08,Peru,PER,TACNA,1,5
2020-06-09,Peru,PER,TACNA,1,5
2020-06-10,Peru,PER,TACNA,1,5
2020-06-11,Peru,PER,TACNA,1,5
2020-06-12,Peru,PER,TACNA,1,5
2020-06-13,Peru,PER,TACNA,1,5
2020-06-14,Peru,PER,TACNA,1,6
2020-06-15,Peru,PER,TACNA,1,6
2020-06-16,Peru,PER,TACNA,1,7
2020-06-17,Peru,PER,TACNA,1,7
2020-06-18,Peru,PER,TACNA,1,7
2020-06-19,Peru,PER,TACNA,1,8
2020-06-20,Peru,PER,TACNA,1,8
2020-06-21,Peru,PER,TACNA,1,8
2020-06-22,Peru,PER,TACNA,1,8
2020-03-30,Peru,PER,TUMBES,1,1
2020-03-31,Peru,PER,TUMBES,1,1
2020-04-01,Peru,PER,TUMBES,1,2
2020-04-02,Peru,PER,TUMBES,1,3
2020-04-03,Peru,PER,TUMBES,1,4
2020-04-04,Peru,PER,TUMBES,1,4
2020-04-05,Peru,PER,TUMBES,1,4
2020-04-06,Peru,PER,TUMBES,1,5
2020-04-07,Peru,PER,TUMBES,1,5
2020-04-08,Peru,PER,TUMBES,1,5
2020-04-09,Peru,PER,TUMBES,2,7
2020-04-10,Peru,PER,TUMBES,2,7
2020-04-11,Peru,PER,TUMBES,1,8
2020-04-12,Peru,PER,TUMBES,1,9
2020-04-13,Peru,PER,TUMBES,2,11
2020-04-14,Peru,PER,TUMBES,2,11
2020-04-15,Peru,PER,TUMBES,2,11
2020-04-16,Peru,PER,TUMBES,2,11
2020-04-17,Peru,PER,TUMBES,1,12
2020-04-18,Peru,PER,TUMBES,1,13
2020-04-19,Peru,PER,TUMBES,2,15
2020-04-20,Peru,PER,TUMBES,1,16
2020-04-21,Peru,PER,TUMBES,1,17
2020-04-22,Peru,PER,TUMBES,3,20
2020-04-23,Peru,PER,TUMBES,1,21
2020-04-24,Peru,PER,TUMBES,3,24
2020-04-25,Peru,PER,TUMBES,2,26
2020-04-26,Peru,PER,TUMBES,1,27
2020-04-27,Peru,PER,TUMBES,1,27
2020-04-28,Peru,PER,TUMBES,1,27
2020-04-29,Peru,PER,TUMBES,1,27
2020-04-30,Peru,PER,TUMBES,1,27
2020-05-01,Peru,PER,TUMBES,3,30
2020-05-02,Peru,PER,TUMBES,2,32
2020-05-03,Peru,PER,TUMBES,2,32
2020-05-04,Peru,PER,TUMBES,2,34
2020-05-05,Peru,PER,TUMBES,2,36
2020-05-06,Peru,PER,TUMBES,4,40
2020-05-07,Peru,PER,TUMBES,3,43
2020-05-08,Peru,PER,TUMBES,2,45
2020-05-09,Peru,PER,TUMBES,4,49
2020-05-10,Peru,PER,TUMBES,1,50
2020-05-11,Peru,PER,TUMBES,6,56
2020-05-12,Peru,PER,TUMBES,3,59
2020-05-13,Peru,PER,TUMBES,1,60
2020-05-14,Peru,PER,TUMBES,1,60
2020-05-15,Peru,PER,TUMBES,1,60
2020-05-16,Peru,PER,TUMBES,1,60
2020-05-17,Peru,PER,TUMBES,1,60
2020-05-18,Peru,PER,TUMBES,1,61
2020-05-19,Peru,PER,TUMBES,2,63
2020-05-20,Peru,PER,TUMBES,3,66
2020-05-21,Peru,PER,TUMBES,3,66
2020-05-22,Peru,PER,TUMBES,3,69
2020-05-23,Peru,PER,TUMBES,3,69
2020-05-24,Peru,PER,TUMBES,3,69
2020-05-25,Peru,PER,TUMBES,3,69
2020-05-26,Peru,PER,TUMBES,3,69
2020-05-27,Peru,PER,TUMBES,3,69
2020-05-28,Peru,PER,TUMBES,1,70
2020-05-29,Peru,PER,TUMBES,1,71
2020-05-30,Peru,PER,TUMBES,4,75
2020-05-31,Peru,PER,TUMBES,1,76
2020-06-01,Peru,PER,TUMBES,1,77
2020-06-02,Peru,PER,TUMBES,2,79
2020-06-03,Peru,PER,TUMBES,3,82
2020-06-04,Peru,PER,TUMBES,2,84
2020-06-05,Peru,PER,TUMBES,2,86
2020-06-06,Peru,PER,TUMBES,3,89
2020-06-07,Peru,PER,TUMBES,2,91
2020-06-08,Peru,PER,TUMBES,2,93
2020-06-09,Peru,PER,TUMBES,2,93
2020-06-10,Peru,PER,TUMBES,2,95
2020-06-11,Peru,PER,TUMBES,1,96
2020-06-12,Peru,PER,TUMBES,1,97
2020-06-13,Peru,PER,TUMBES,1,98
2020-06-14,Peru,PER,TUMBES,1,99
2020-06-15,Peru,PER,TUMBES,5,104
2020-06-16,Peru,PER,TUMBES,2,106
2020-06-17,Peru,PER,TUMBES,2,108
2020-06-18,Peru,PER,TUMBES,2,108
2020-06-19,Peru,PER,TUMBES,1,109
2020-06-20,Peru,PER,TUMBES,1,110
2020-06-21,Peru,PER,TUMBES,1,111
2020-06-22,Peru,PER,TUMBES,1,111
2020-04-04,Peru,PER,UCAYALI,1,1
2020-04-05,Peru,PER,UCAYALI,1,1
2020-04-06,Peru,PER,UCAYALI,1,1
2020-04-07,Peru,PER,UCAYALI,1,1
2020-04-08,Peru,PER,UCAYALI,1,1
2020-04-09,Peru,PER,UCAYALI,1,1
2020-04-10,Peru,PER,UCAYALI,1,2
2020-04-11,Peru,PER,UCAYALI,1,2
2020-04-12,Peru,PER,UCAYALI,1,2
2020-04-13,Peru,PER,UCAYALI,1,2
2020-04-14,Peru,PER,UCAYALI,1,2
2020-04-15,Peru,PER,UCAYALI,2,4
2020-04-16,Peru,PER,UCAYALI,1,5
2020-04-17,Peru,PER,UCAYALI,1,5
2020-04-18,Peru,PER,UCAYALI,2,7
2020-04-19,Peru,PER,UCAYALI,4,11
2020-04-20,Peru,PER,UCAYALI,2,13
2020-04-21,Peru,PER,UCAYALI,3,16
2020-04-22,Peru,PER,UCAYALI,8,24
2020-04-23,Peru,PER,UCAYALI,1,25
2020-04-24,Peru,PER,UCAYALI,4,29
2020-04-25,Peru,PER,UCAYALI,7,36
2020-04-26,Peru,PER,UCAYALI,6,42
2020-04-27,Peru,PER,UCAYALI,1,43
2020-04-28,Peru,PER,UCAYALI,3,46
2020-04-29,Peru,PER,UCAYALI,2,48
2020-04-30,Peru,PER,UCAYALI,2,50
2020-05-01,Peru,PER,UCAYALI,7,57
2020-05-02,Peru,PER,UCAYALI,4,61
2020-05-03,Peru,PER,UCAYALI,3,64
2020-05-04,Peru,PER,UCAYALI,2,66
2020-05-05,Peru,PER,UCAYALI,6,72
2020-05-06,Peru,PER,UCAYALI,3,75
2020-05-07,Peru,PER,UCAYALI,3,78
2020-05-08,Peru,PER,UCAYALI,4,82
2020-05-09,Peru,PER,UCAYALI,3,85
2020-05-10,Peru,PER,UCAYALI,2,87
2020-05-11,Peru,PER,UCAYALI,3,90
2020-05-12,Peru,PER,UCAYALI,3,93
2020-05-13,Peru,PER,UCAYALI,1,94
2020-05-14,Peru,PER,UCAYALI,1,95
2020-05-15,Peru,PER,UCAYALI,1,96
2020-05-16,Peru,PER,UCAYALI,3,99
2020-05-17,Peru,PER,UCAYALI,2,101
2020-05-18,Peru,PER,UCAYALI,2,103
2020-05-19,Peru,PER,UCAYALI,1,104
2020-05-20,Peru,PER,UCAYALI,1,104
2020-05-21,Peru,PER,UCAYALI,1,104
2020-05-22,Peru,PER,UCAYALI,1,104
2020-05-23,Peru,PER,UCAYALI,1,104
2020-05-24,Peru,PER,UCAYALI,1,104
2020-05-25,Peru,PER,UCAYALI,1,104
2020-05-26,Peru,PER,UCAYALI,1,104
2020-05-27,Peru,PER,UCAYALI,1,105
2020-05-28,Peru,PER,UCAYALI,1,106
2020-05-29,Peru,PER,UCAYALI,1,107
2020-05-30,Peru,PER,UCAYALI,1,107
2020-05-31,Peru,PER,UCAYALI,1,107
2020-06-01,Peru,PER,UCAYALI,3,110
2020-06-02,Peru,PER,UCAYALI,3,113
2020-06-03,Peru,PER,UCAYALI,3,113
2020-06-04,Peru,PER,UCAYALI,1,114
2020-06-05,Peru,PER,UCAYALI,1,115
2020-06-06,Peru,PER,UCAYALI,2,117
2020-06-07,Peru,PER,UCAYALI,2,117
2020-06-08,Peru,PER,UCAYALI,1,118
2020-06-09,Peru,PER,UCAYALI,1,119
2020-06-10,Peru,PER,UCAYALI,1,120
2020-06-11,Peru,PER,UCAYALI,2,122
2020-06-12,Peru,PER,UCAYALI,2,122
2020-06-13,Peru,PER,UCAYALI,4,126
2020-06-14,Peru,PER,UCAYALI,1,127
2020-06-15,Peru,PER,UCAYALI,2,129
2020-06-16,Peru,PER,UCAYALI,4,133
2020-06-17,Peru,PER,UCAYALI,5,138
2020-06-18,Peru,PER,UCAYALI,5,138
2020-06-19,Peru,PER,UCAYALI,2,140
2020-06-20,Peru,PER,UCAYALI,1,141
2020-06-21,Peru,PER,UCAYALI,1,141
2020-06-22,Peru,PER,UCAYALI,1,142
