pais,iso3c,fecha_fallecimiento,departamento,provincia,distrito,n,n_acum
Peru,PER,2020-04-12,LIMA,LIMA,SAN MIGUEL,1,20
Peru,PER,2020-04-12,LIMA,LIMA,SURQUILLO,1,21
Peru,PER,2020-04-12,LIMA,LIMA,VILLA EL SALVADOR,2,23
Peru,PER,2020-04-12,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,24
Peru,PER,2020-04-12,LIMA,NA,NA,1,1
Peru,PER,2020-04-12,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-04-12,PIURA,PIURA,PIURA,1,3
Peru,PER,2020-04-12,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-12,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-04-13,ANCASH,SANTA,NUEVO CHIMBOTE,1,1
Peru,PER,2020-04-13,AREQUIPA,AREQUIPA,MIRAFLORES,1,1
Peru,PER,2020-04-13,CAJAMARCA,SANTA CRUZ,SANTA CRUZ,1,1
Peru,PER,2020-04-13,CALLAO,CALLAO,CALLAO,2,2
Peru,PER,2020-04-13,CALLAO,CALLAO,VENTANILLA,1,3
Peru,PER,2020-04-13,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-04-13,ICA,PALPA,PALPA,1,1
Peru,PER,2020-04-13,ICA,PISCO,TUPAC AMARU INCA,1,1
Peru,PER,2020-04-13,LA LIBERTAD,ASCOPE,CHOCOPE,1,1
Peru,PER,2020-04-13,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,1,1
Peru,PER,2020-04-13,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,1,2
Peru,PER,2020-04-13,LAMBAYEQUE,NA,NA,1,1
Peru,PER,2020-04-13,LIMA,HUAURA,CALETA DE CARQUIN,1,1
Peru,PER,2020-04-13,LIMA,LIMA,ATE,2,2
Peru,PER,2020-04-13,LIMA,LIMA,CARABAYLLO,1,3
Peru,PER,2020-04-13,LIMA,LIMA,CHORRILLOS,1,4
Peru,PER,2020-04-13,LIMA,LIMA,COMAS,1,5
Peru,PER,2020-04-13,LIMA,LIMA,EL AGUSTINO,2,7
Peru,PER,2020-04-13,LIMA,LIMA,JESUS MARIA,1,8
Peru,PER,2020-04-13,LIMA,LIMA,LIMA,2,10
Peru,PER,2020-04-13,LIMA,LIMA,RIMAC,1,11
Peru,PER,2020-04-13,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,13
Peru,PER,2020-04-13,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,14
Peru,PER,2020-04-13,LIMA,LIMA,SAN MARTIN DE PORRES,3,17
Peru,PER,2020-04-13,LIMA,LIMA,SANTIAGO DE SURCO,1,18
Peru,PER,2020-04-13,LIMA,LIMA,SURQUILLO,2,20
Peru,PER,2020-04-13,LIMA,NA,NA,1,1
Peru,PER,2020-04-13,LORETO,MAYNAS,PUNCHANA,1,1
Peru,PER,2020-04-13,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-04-13,PIURA,PIURA,CATACAOS,2,4
Peru,PER,2020-04-13,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-13,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-04-13,TUMBES,ZARUMILLA,ZARUMILLA,1,2
Peru,PER,2020-04-14,ANCASH,SANTA,CHIMBOTE,2,2
Peru,PER,2020-04-14,ANCASH,SANTA,SANTA,1,3
Peru,PER,2020-04-14,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-14,CALLAO,CALLAO,VENTANILLA,1,2
Peru,PER,2020-04-14,ICA,ICA,ICA,1,1
Peru,PER,2020-04-14,ICA,NAZCA,CHANGUILLO,1,1
Peru,PER,2020-04-14,JUNIN,HUANCAYO,EL TAMBO,1,1
Peru,PER,2020-04-14,JUNIN,HUANCAYO,QUILCAS,1,2
Peru,PER,2020-04-14,LA LIBERTAD,CALLAO,CALLAO,1,1
Peru,PER,2020-04-14,LA LIBERTAD,CHEPEN,CHEP+N,1,1
Peru,PER,2020-04-14,LA LIBERTAD,TRUJILLO,TRUJILLO,1,1
Peru,PER,2020-04-14,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1,2
Peru,PER,2020-04-14,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,1
Peru,PER,2020-04-14,LAMBAYEQUE,CHICLAYO,ETEN,1,2
Peru,PER,2020-04-14,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,3
Peru,PER,2020-04-14,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1,4
Peru,PER,2020-04-14,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,3,3
Peru,PER,2020-04-14,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,1,4
Peru,PER,2020-04-14,LAMBAYEQUE,LAMBAYEQUE,MORROPE,1,1
Peru,PER,2020-04-14,LAMBAYEQUE,NULL,MORROPE,1,1
Peru,PER,2020-04-14,LAMBAYEQUE,NULL,NULL,1,2
Peru,PER,2020-04-14,LIMA,LIMA,ATE,1,1
Peru,PER,2020-04-14,LIMA,LIMA,BARRANCO,1,2
Peru,PER,2020-04-14,LIMA,LIMA,COMAS,2,4
Peru,PER,2020-04-14,LIMA,LIMA,INDEPENDENCIA,1,5
Peru,PER,2020-04-14,LIMA,LIMA,LA MOLINA,1,6
Peru,PER,2020-04-14,LIMA,LIMA,RIMAC,3,9
Peru,PER,2020-04-14,LIMA,LIMA,SAN BORJA,1,10
Peru,PER,2020-04-14,LIMA,LIMA,SAN ISIDRO,1,11
Peru,PER,2020-04-14,LIMA,LIMA,SAN JUAN DE LURIGANCHO,1,12
Peru,PER,2020-04-14,LIMA,LIMA,SAN MARTIN DE PORRES,1,13
Peru,PER,2020-04-14,LIMA,LIMA,SANTIAGO DE SURCO,2,15
Peru,PER,2020-04-14,LIMA,LIMA,VILLA EL SALVADOR,1,16
Peru,PER,2020-04-14,LIMA,NA,NA,2,2
Peru,PER,2020-04-14,LORETO,MAYNAS,BELEN,2,2
Peru,PER,2020-04-14,LORETO,MAYNAS,IQUITOS,1,3
Peru,PER,2020-04-14,LORETO,NA,NA,1,1
Peru,PER,2020-04-14,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-04-14,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-04-14,PIURA,PIURA,PIURA,2,3
Peru,PER,2020-04-14,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,4
Peru,PER,2020-04-14,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-15,ANCASH,SANTA,CHIMBOTE,1,1
Peru,PER,2020-04-15,ANCASH,SANTA,COISHCO,2,3
Peru,PER,2020-04-15,AREQUIPA,AREQUIPA,LA JOYA,1,1
Peru,PER,2020-04-15,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-15,ICA,ICA,SUBTANJALLA,1,1
Peru,PER,2020-04-15,LA LIBERTAD,TRUJILLO,EL PORVENIR,1,1
Peru,PER,2020-04-15,LA LIBERTAD,TRUJILLO,LA ESPERANZA,1,2
Peru,PER,2020-04-15,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1,3
Peru,PER,2020-04-15,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,2
Peru,PER,2020-04-15,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,3,5
Peru,PER,2020-04-15,LAMBAYEQUE,CHICLAYO,PUCALA,1,6
Peru,PER,2020-04-15,LAMBAYEQUE,CHICLAYO,TUMAN,2,8
Peru,PER,2020-04-15,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,1,1
Peru,PER,2020-04-15,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,2
Peru,PER,2020-04-15,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,1,3
Peru,PER,2020-04-15,LAMBAYEQUE,NULL,SANTA ROSA,1,1
Peru,PER,2020-04-15,LAMBAYEQUE,NULL,TUMAN,1,2
Peru,PER,2020-04-15,LIMA,CAÑETE,CERRO AZUL,1,1
Peru,PER,2020-04-15,LIMA,CAÑETE,CHILCA,1,2
Peru,PER,2020-04-15,LIMA,LIMA,ATE,3,3
Peru,PER,2020-04-15,LIMA,LIMA,BREÑA,1,4
Peru,PER,2020-04-15,LIMA,LIMA,CARABAYLLO,2,6
Peru,PER,2020-04-15,LIMA,LIMA,CHORRILLOS,2,8
Peru,PER,2020-04-15,LIMA,LIMA,COMAS,1,9
Peru,PER,2020-04-15,LIMA,LIMA,EL AGUSTINO,2,11
Peru,PER,2020-04-15,LIMA,LIMA,INDEPENDENCIA,1,12
Peru,PER,2020-04-15,LIMA,LIMA,LA MOLINA,1,13
Peru,PER,2020-04-15,LIMA,LIMA,LA VICTORIA,3,16
Peru,PER,2020-04-15,LIMA,LIMA,LIMA,2,18
Peru,PER,2020-04-15,LIMA,LIMA,SAN JUAN DE LURIGANCHO,5,23
Peru,PER,2020-04-15,LIMA,LIMA,SAN JUAN DE MIRAFLORES,1,24
Peru,PER,2020-04-15,LIMA,LIMA,SAN MARTIN DE PORRES,2,26
Peru,PER,2020-04-15,LIMA,LIMA,SANTIAGO DE SURCO,1,27
Peru,PER,2020-04-15,LIMA,NULL,NULL,2,2
Peru,PER,2020-04-15,LORETO,MAYNAS,BELEN,1,1
Peru,PER,2020-04-15,LORETO,MAYNAS,PUNCHANA,1,2
Peru,PER,2020-04-15,LORETO,MAYNAS,SAN JUAN BAUTISTA,1,3
Peru,PER,2020-04-15,PIURA,MORROPON,LA MATANZA,1,1
Peru,PER,2020-04-15,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-04-15,PIURA,PIURA,PIURA,3,5
Peru,PER,2020-04-15,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,6
Peru,PER,2020-04-15,UCAYALI,CORONEL PORTILLO,CALLERIA,1,1
Peru,PER,2020-04-15,UCAYALI,CORONEL PORTILLO,YARINACOCHA,1,2
Peru,PER,2020-04-16,ANCASH,SANTA,COISHCO,2,2
Peru,PER,2020-04-16,ANCASH,SANTA,SANTA,1,3
Peru,PER,2020-04-16,AREQUIPA,AREQUIPA,PAUCARPATA,1,1
Peru,PER,2020-04-16,CAJAMARCA,CHOTA,CHOTA,1,1
Peru,PER,2020-04-16,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-16,CALLAO,CALLAO,LA PERLA,1,2
Peru,PER,2020-04-16,CALLAO,CALLAO,VENTANILLA,1,3
Peru,PER,2020-04-16,CALLAO,NULL,CALLAO,1,1
Peru,PER,2020-04-16,ICA,CHINCHA,PUEBLO NUEVO,1,1
Peru,PER,2020-04-16,LAMBAYEQUE,CHICLAYO,CHICLAYO,3,3
Peru,PER,2020-04-16,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,2,5
Peru,PER,2020-04-16,LAMBAYEQUE,CHICLAYO,MONSEFU,1,6
Peru,PER,2020-04-16,LAMBAYEQUE,CHICLAYO,PICSI,1,7
Peru,PER,2020-04-16,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,2,2
Peru,PER,2020-04-16,LAMBAYEQUE,FERREÑAFE,PITIPO,1,3
Peru,PER,2020-04-16,LAMBAYEQUE,NULL,CAYALTI,1,1
Peru,PER,2020-04-16,LAMBAYEQUE,NULL,FERREÑAFE,1,2
Peru,PER,2020-04-16,LAMBAYEQUE,NULL,JOSE LEONARDO ORTIZ,1,3
Peru,PER,2020-04-16,LIMA,BARRANCA,SUPE PUERTO,1,1
Peru,PER,2020-04-16,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,2,2
Peru,PER,2020-04-16,LIMA,LIMA,BARRANCO,1,1
Peru,PER,2020-04-16,LIMA,LIMA,BREÑA,2,3
Peru,PER,2020-04-16,LIMA,LIMA,CARABAYLLO,1,4
Peru,PER,2020-04-16,LIMA,LIMA,CHORRILLOS,1,5
Peru,PER,2020-04-16,LIMA,LIMA,COMAS,2,7
Peru,PER,2020-04-16,LIMA,LIMA,EL AGUSTINO,4,11
Peru,PER,2020-04-16,LIMA,LIMA,INDEPENDENCIA,1,12
Peru,PER,2020-04-16,LIMA,LIMA,JESUS MARIA,3,15
Peru,PER,2020-04-16,LIMA,LIMA,LIMA,4,19
Peru,PER,2020-04-16,LIMA,LIMA,LOS OLIVOS,1,20
Peru,PER,2020-04-16,LIMA,LIMA,LURIGANCHO,2,22
Peru,PER,2020-04-16,LIMA,LIMA,PUENTE PIEDRA,3,25
Peru,PER,2020-04-16,LIMA,LIMA,RIMAC,1,26
Peru,PER,2020-04-16,LIMA,LIMA,SAN BORJA,1,27
Peru,PER,2020-04-16,LIMA,LIMA,SAN JUAN DE LURIGANCHO,4,31
Peru,PER,2020-04-16,LIMA,LIMA,SAN MARTIN DE PORRES,2,33
Peru,PER,2020-04-16,LIMA,LIMA,SURQUILLO,3,36
Peru,PER,2020-04-16,LORETO,MAYNAS,PUNCHANA,1,1
Peru,PER,2020-04-16,LORETO,NA,NA,1,1
Peru,PER,2020-04-16,PIURA,PIURA,CASTILLA,3,3
Peru,PER,2020-04-16,PIURA,PIURA,CATACAOS,1,4
Peru,PER,2020-04-16,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,2,6
Peru,PER,2020-04-16,UCAYALI,CORONEL PORTILLO,CALLERIA,1,1
Peru,PER,2020-04-17,ANCASH,SANTA,SANTA,1,1
Peru,PER,2020-04-17,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-17,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,1,2
Peru,PER,2020-04-17,CALLAO,NULL,NULL,1,1
Peru,PER,2020-04-17,ICA,CHINCHA,PUEBLO NUEVO,1,1
Peru,PER,2020-04-17,ICA,PISCO,PISCO,1,1
Peru,PER,2020-04-17,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,1,1
Peru,PER,2020-04-17,LAMBAYEQUE,CHICLAYO,CHICLAYO,6,6
Peru,PER,2020-04-17,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,7
Peru,PER,2020-04-17,LAMBAYEQUE,CHICLAYO,LA VICTORIA,1,8
Peru,PER,2020-04-17,LAMBAYEQUE,CHICLAYO,MONSEFU,2,10
Peru,PER,2020-04-17,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,4,4
Peru,PER,2020-04-17,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,1,1
Peru,PER,2020-04-17,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,1,2
Peru,PER,2020-04-17,LAMBAYEQUE,NULL,NULL,2,2
Peru,PER,2020-04-17,LAMBAYEQUE,NA,NA,1,1
Peru,PER,2020-04-17,LIMA,CAÑETE,NUEVO IMPERIAL,1,1
Peru,PER,2020-04-17,LIMA,HUARAL,HUARAL,1,1
Peru,PER,2020-04-17,LIMA,LIMA,ATE,3,3
Peru,PER,2020-04-17,LIMA,LIMA,CARABAYLLO,2,5
Peru,PER,2020-04-17,LIMA,LIMA,COMAS,2,7
Peru,PER,2020-04-17,LIMA,LIMA,EL AGUSTINO,1,8
Peru,PER,2020-04-17,LIMA,LIMA,LA VICTORIA,2,10
Peru,PER,2020-04-17,LIMA,LIMA,LIMA,1,11
Peru,PER,2020-04-17,LIMA,LIMA,LOS OLIVOS,3,14
Peru,PER,2020-04-17,LIMA,LIMA,PUENTE PIEDRA,1,15
Peru,PER,2020-04-17,LIMA,LIMA,SAN JUAN DE LURIGANCHO,2,17
Peru,PER,2020-04-17,LIMA,LIMA,SAN LUIS,1,18
Peru,PER,2020-04-17,LIMA,LIMA,SAN MARTIN DE PORRES,3,21
Peru,PER,2020-04-17,LIMA,LIMA,SAN MIGUEL,1,22
Peru,PER,2020-04-17,LIMA,LIMA,SANTA ANITA,1,23
Peru,PER,2020-04-17,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,1,24
Peru,PER,2020-04-17,LIMA,NA,NA,5,5
Peru,PER,2020-04-17,LORETO,MAYNAS,BELEN,1,1
Peru,PER,2020-04-17,LORETO,NA,NA,2,2
Peru,PER,2020-04-17,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,1,1
Peru,PER,2020-04-17,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-04-17,PIURA,PIURA,CATACAOS,1,2
Peru,PER,2020-04-17,PIURA,PIURA,PIURA,2,4
Peru,PER,2020-04-17,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,1,5
Peru,PER,2020-04-17,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-17,TUMBES,TUMBES,LA CRUZ,1,1
Peru,PER,2020-04-18,ANCASH,SANTA,CHIMBOTE,3,3
Peru,PER,2020-04-18,ANCASH,SANTA,SANTA,1,4
Peru,PER,2020-04-18,CALLAO,CALLAO,BELLAVISTA,1,1
Peru,PER,2020-04-18,CALLAO,CALLAO,CALLAO,2,3
Peru,PER,2020-04-18,CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,1,4
Peru,PER,2020-04-18,CALLAO,CALLAO,VENTANILLA,2,6
Peru,PER,2020-04-18,ICA,CHINCHA,CHINCHA ALTA,1,1
Peru,PER,2020-04-18,JUNIN,HUANCAYO,HUANCAYO,1,1
Peru,PER,2020-04-18,JUNIN,HUANCAYO,HUAYUCACHI,1,2
Peru,PER,2020-04-18,LA LIBERTAD,TRUJILLO,EL PORVENIR,1,1
Peru,PER,2020-04-18,LAMBAYEQUE,CHICLAYO,CHICLAYO,3,3
Peru,PER,2020-04-18,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,2,5
Peru,PER,2020-04-18,LAMBAYEQUE,CHICLAYO,PUCALA,1,6
Peru,PER,2020-04-18,LAMBAYEQUE,CHICLAYO,TUMAN,1,7
Peru,PER,2020-04-18,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,3,3
Peru,PER,2020-04-18,LAMBAYEQUE,LAMBAYEQUE,MORROPE,1,1
Peru,PER,2020-04-18,LAMBAYEQUE,NULL,FERREÑAFE,1,1
Peru,PER,2020-04-18,LAMBAYEQUE,NULL,NULL,1,2
Peru,PER,2020-04-18,LIMA,HUAURA,HUALMAY,2,2
Peru,PER,2020-04-18,LIMA,LIMA,COMAS,1,1
Peru,PER,2020-04-18,LIMA,LIMA,INDEPENDENCIA,1,2
Peru,PER,2020-04-18,LIMA,LIMA,JESUS MARIA,1,3
Peru,PER,2020-04-18,LIMA,LIMA,LA VICTORIA,3,6
Peru,PER,2020-04-18,LIMA,LIMA,LIMA,3,9
Peru,PER,2020-04-18,LIMA,LIMA,MIRAFLORES,1,10
Peru,PER,2020-04-18,LIMA,LIMA,PUENTE PIEDRA,1,11
Peru,PER,2020-04-18,LIMA,LIMA,RIMAC,2,13
Peru,PER,2020-04-18,LIMA,LIMA,SAN JUAN DE LURIGANCHO,4,17
Peru,PER,2020-04-18,LIMA,LIMA,SAN MARTIN DE PORRES,2,19
Peru,PER,2020-04-18,LIMA,LIMA,SANTA ANITA,1,20
Peru,PER,2020-04-18,LIMA,NULL,NULL,1,1
Peru,PER,2020-04-18,LIMA,NA,NA,3,3
Peru,PER,2020-04-18,LORETO,MAYNAS,IQUITOS,1,1
Peru,PER,2020-04-18,LORETO,MAYNAS,PUNCHANA,1,2
Peru,PER,2020-04-18,LORETO,MAYNAS,SAN JUAN BAUTISTA,1,3
Peru,PER,2020-04-18,LORETO,NULL,NULL,1,1
Peru,PER,2020-04-18,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-04-18,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-04-18,PIURA,PIURA,CASTILLA,2,2
Peru,PER,2020-04-18,PIURA,PIURA,PIURA,1,3
Peru,PER,2020-04-18,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-18,TUMBES,TUMBES,TUMBES,1,1
Peru,PER,2020-04-18,UCAYALI,CORONEL PORTILLO,CALLERIA,2,2
Peru,PER,2020-04-19,ANCASH,SANTA,CHIMBOTE,6,6
Peru,PER,2020-04-19,ANCASH,SANTA,NUEVO CHIMBOTE,1,7
Peru,PER,2020-04-19,AREQUIPA,AREQUIPA,PAUCARPATA,2,2
Peru,PER,2020-04-19,AREQUIPA,CAMANA,OCOÑA,1,1
Peru,PER,2020-04-19,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-19,ICA,PALPA,PALPA,1,1
Peru,PER,2020-04-19,ICA,PISCO,SAN ANDRES,1,1
Peru,PER,2020-04-19,JUNIN,CHUPACA,CHUPACA,1,1
Peru,PER,2020-04-19,LA LIBERTAD,CHEPEN,CHEP+N,1,1
Peru,PER,2020-04-19,LA LIBERTAD,TRUJILLO,TRUJILLO,2,2
Peru,PER,2020-04-19,LAMBAYEQUE,CHICLAYO,CHICLAYO,2,2
Peru,PER,2020-04-19,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,1,3
Peru,PER,2020-04-19,LAMBAYEQUE,NULL,NULL,1,1
Peru,PER,2020-04-19,LAMBAYEQUE,NA,NA,3,3
Peru,PER,2020-04-19,LIMA,CAÑETE,NUEVO IMPERIAL,1,1
Peru,PER,2020-04-19,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,1,2
Peru,PER,2020-04-19,LIMA,HUARAL,CHANCAY,1,1
Peru,PER,2020-04-19,LIMA,LIMA,ATE,2,2
Peru,PER,2020-04-19,LIMA,LIMA,CHORRILLOS,1,3
Peru,PER,2020-04-19,LIMA,LIMA,COMAS,4,7
Peru,PER,2020-04-19,LIMA,LIMA,EL AGUSTINO,1,8
Peru,PER,2020-04-19,LIMA,LIMA,JESUS MARIA,1,9
Peru,PER,2020-04-19,LIMA,LIMA,LA VICTORIA,5,14
Peru,PER,2020-04-19,LIMA,LIMA,LIMA,1,15
Peru,PER,2020-04-19,LIMA,LIMA,PUENTE PIEDRA,3,18
Peru,PER,2020-04-19,LIMA,LIMA,SAN JUAN DE LURIGANCHO,4,22
Peru,PER,2020-04-19,LIMA,LIMA,SAN MARTIN DE PORRES,6,28
Peru,PER,2020-04-19,LIMA,LIMA,SANTA ANITA,1,29
Peru,PER,2020-04-19,LIMA,LIMA,SANTIAGO DE SURCO,1,30
Peru,PER,2020-04-19,LIMA,NA,NA,3,3
Peru,PER,2020-04-19,PIURA,MORROPON,CHULUCANAS,1,1
Peru,PER,2020-04-19,PIURA,PAITA,PAITA,1,1
Peru,PER,2020-04-19,PIURA,PIURA,CASTILLA,1,1
Peru,PER,2020-04-19,PIURA,PIURA,CATACAOS,1,2
Peru,PER,2020-04-19,PIURA,PIURA,PIURA,1,3
Peru,PER,2020-04-19,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,2,5
Peru,PER,2020-04-19,PIURA,SULLANA,SULLANA,1,1
Peru,PER,2020-04-19,TUMBES,TUMBES,LA CRUZ,1,1
Peru,PER,2020-04-19,TUMBES,ZARUMILLA,AGUAS VERDES,1,1
Peru,PER,2020-04-19,UCAYALI,CORONEL PORTILLO,CALLERIA,2,2
Peru,PER,2020-04-19,UCAYALI,CORONEL PORTILLO,MANANTAY,1,3
Peru,PER,2020-04-19,UCAYALI,NULL,NULL,1,1
Peru,PER,2020-04-20,ANCASH,CASMA,CASMA,1,1
Peru,PER,2020-04-20,ANCASH,SANTA,COISHCO,1,1
Peru,PER,2020-04-20,ANCASH,SANTA,SANTA,2,3
Peru,PER,2020-04-20,AREQUIPA,ISLAY,COCACHACRA,1,1
Peru,PER,2020-04-20,CALLAO,CALLAO,CALLAO,1,1
Peru,PER,2020-04-20,CALLAO,LIMA,SAN MARTIN DE PORRES,1,1
Peru,PER,2020-04-20,ICA,PALPA,RIO GRANDE,1,1
Peru,PER,2020-04-20,LA LIBERTAD,TRUJILLO,TRUJILLO,2,2
Peru,PER,2020-04-20,LAMBAYEQUE,CHICLAYO,CHICLAYO,3,3
Peru,PER,2020-04-20,LAMBAYEQUE,CHICLAYO,ETEN,1,4
Peru,PER,2020-04-20,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,1,5
Peru,PER,2020-04-20,LAMBAYEQUE,CHICLAYO,REQUE,1,6
Peru,PER,2020-04-20,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,2,2
Peru,PER,2020-04-20,LAMBAYEQUE,LAMBAYEQUE,OLMOS,1,1
Peru,PER,2020-04-20,LAMBAYEQUE,NULL,NULL,1,1
Peru,PER,2020-04-20,LAMBAYEQUE,NA,NA,1,1
Peru,PER,2020-04-20,LIMA,ACOBAMBA,ACOBAMBA,1,1
Peru,PER,2020-04-20,LIMA,CALLAO,CALLAO,1,1
Peru,PER,2020-04-20,LIMA,CAÑETE,COAYLLO,1,1
Peru,PER,2020-04-20,LIMA,HUAURA,HUACHO,1,1
Peru,PER,2020-04-20,LIMA,HUAURA,HUAURA,1,2
Peru,PER,2020-04-20,LIMA,LIMA,ATE,3,3
Peru,PER,2020-04-20,LIMA,LIMA,BREÑA,1,4
Peru,PER,2020-04-20,LIMA,LIMA,CHACLACAYO,1,5
Peru,PER,2020-04-20,LIMA,LIMA,CHORRILLOS,2,7
Peru,PER,2020-04-20,LIMA,LIMA,COMAS,4,11
Peru,PER,2020-04-20,LIMA,LIMA,EL AGUSTINO,1,12
Peru,PER,2020-04-20,LIMA,LIMA,INDEPENDENCIA,1,13
